document_title,eisenhower_url,naid,collection,topic,bibliography_matches,matched_bibliography_files,unit_record_matches,matched_unit_records
The Story of the 82nd Airborne Division in the Battle of the Bulge,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 46",Ardennes/Battle of the Bulge (Subject Guide),6,msg_g_2_to_co_base_echelon_17_sep_01KT9TFHDHJWP90V6TZF63P068.json; the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; msg_g_2_to_co_base_echelon_17_sep_01KT82QDG5BS5ZXYMGRT0Z6R3X.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json,0,
"U.S.ARMY, 82nd AIRBORNE DIVISION: After action reports, 1943 - 46 (Microfilm)",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 1 Weekly Intelligence Summary #19, 16 Dec.1944",Ardennes/Battle of the Bulge (Subject Guide),2,msg_g_2_to_co_base_echelon_17_sep_01KT9TFHDHJWP90V6TZF63P068.json; msg_g_2_to_co_base_echelon_17_sep_01KT82QDG5BS5ZXYMGRT0Z6R3X.json,0,
Battle of Belgian Bulge in Siegfried Line & on Roer River 17 Dec 1944-31 Jan 1945,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 1, Reel 1 Narrative Central Europe, 12 Dec 1944-21 Feb 1945",Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"27th Armored Field Artillery History, July-Dec 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 3, Reel 15",Ardennes/Battle of the Bulge (Subject Guide),53,after_action_reports_and_unit_journals_of_the_xx_corps_7th_armored_division_5th__01KRSK04YH0XEZNT5E6HNBXR56.json; 7th_armored_division_g_2_periodic_reports_1_2_oct_44_01KTC0MMW0BNSARMPFAAA6JJNS.json; pass_in_review_the_fifth_infantry_division_in_eto_01KRSVAJ9QN6QEBP7R9TDQJBRG.json; anlagen_to_the_ktbs_of_army_group_g_ob_west_and_okw_01KRSVAT9RBR0A3KYEBV2BP4SM.json; ibid_cf_7th_armd_div_g_3_jnl_6_sep_44_01KQGT9M1ZPZ9S9H11J0469ST5.json,0,
"27th Armored Field Artillery History, Jan- Aug 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 3, Reel 15",Ardennes/Battle of the Bulge (Subject Guide),53,after_action_reports_and_unit_journals_of_the_xx_corps_7th_armored_division_5th__01KRSK04YH0XEZNT5E6HNBXR56.json; 7th_armored_division_g_2_periodic_reports_1_2_oct_44_01KTC0MMW0BNSARMPFAAA6JJNS.json; pass_in_review_the_fifth_infantry_division_in_eto_01KRSVAJ9QN6QEBP7R9TDQJBRG.json; anlagen_to_the_ktbs_of_army_group_g_ob_west_and_okw_01KRSVAT9RBR0A3KYEBV2BP4SM.json; ibid_cf_7th_armd_div_g_3_jnl_6_sep_44_01KQGT9M1ZPZ9S9H11J0469ST5.json,0,
"Yank article, “Battle of Bastogne”, Jan. 21, 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 7",Ardennes/Battle of the Bulge (Subject Guide),12,overseas_pictorial_history_of_headquarters_battery_231st_armored_field_artillery_01KPSSFPA3XFDH39Z73H4W89CD.json; authors_interviews_with_former_6th_armored_division_personnel_01KPVGNAFFS1J09YGSKPM4P6AR.json; the_sources_for_this_chapter_are_the_invaluable_msgs_in_the_viii_corps_g_3_jnl_a_01KQ7R0H1EY47VQM9BN18K59G2.json; the_68th_tank_battalion_in_combat_01KPSSFG88S7YCAHJEJD6DYZS3.json; brest_to_bastogne_the_story_of_the_6th_armored_division_01KPSSFEQ2H9GWXQXM4R5S8V5Z.json,0,
"G-2 Periodic Reports (XV Corps), January 14-February 18, 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 13",Ardennes/Battle of the Bulge (Subject Guide),547,second_br_army_g_2_to_xix_corps_g_2_01KPT0Q6M0WRKZ8WJX7ES7YR8Q.json; annex_6_8_dec_44_to_v_corps_fo_33_and_changes_to_annex_6_11_dec_44_01KTA7YE6V73GEN4K168QNP349.json; xv_corps_cofs_jnl_and_file_01KPVP00P6DYGCG52VAT3EWQRF.json; xv_corps_aar_annex_no_2_nov_44_01KRVQRJ681VTPNB2FQD2WR4GV.json; msg_17th_luftwaffen_feld_div_to_lxxxi_corps_2040_19_aug_lxxxi_corps_tagesmeldung_01KPSY863J25X9KDFEX1J6Y0JH.json,0,
"101 Airborne Division, IPW Reports (Battle of Bastogne), Dec. 19, 1944-Jan. 18, 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 13",Ardennes/Battle of the Bulge (Subject Guide),12,overseas_pictorial_history_of_headquarters_battery_231st_armored_field_artillery_01KPSSFPA3XFDH39Z73H4W89CD.json; authors_interviews_with_former_6th_armored_division_personnel_01KPVGNAFFS1J09YGSKPM4P6AR.json; the_sources_for_this_chapter_are_the_invaluable_msgs_in_the_viii_corps_g_3_jnl_a_01KQ7R0H1EY47VQM9BN18K59G2.json; the_68th_tank_battalion_in_combat_01KPSSFG88S7YCAHJEJD6DYZS3.json; brest_to_bastogne_the_story_of_the_6th_armored_division_01KPSSFEQ2H9GWXQXM4R5S8V5Z.json,0,
"907 Glider FA Med Det. Holland & Bastogne Campaign Reports, 09/44-01/1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 15",Ardennes/Battle of the Bulge (Subject Guide),12,overseas_pictorial_history_of_headquarters_battery_231st_armored_field_artillery_01KPSSFPA3XFDH39Z73H4W89CD.json; authors_interviews_with_former_6th_armored_division_personnel_01KPVGNAFFS1J09YGSKPM4P6AR.json; the_sources_for_this_chapter_are_the_invaluable_msgs_in_the_viii_corps_g_3_jnl_a_01KQ7R0H1EY47VQM9BN18K59G2.json; the_68th_tank_battalion_in_combat_01KPSSFG88S7YCAHJEJD6DYZS3.json; brest_to_bastogne_the_story_of_the_6th_armored_division_01KPSSFEQ2H9GWXQXM4R5S8V5Z.json,0,
"VIII Corps Field Orders, December 1944-Janaury 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 139",Ardennes/Battle of the Bulge (Subject Guide),424,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; 90th_div_msg_1105_8_jul_and_viii_corps_msg_0940_9_jul_viii_corps_g_3_jnl_and_fil_01KPVTVWPVBHW2AX91673RS3ST.json; task_force_a_after_action_report_and_journal_august_01KPSSQDDNAZAJ976792ZYTAWD.json; tf_a_jnl_entry_1200_7_aug_01KQ5QQJJ1NYJP3E3KVFRN51TN.json; viii_corps_g_2_estimate_no_6_01KPST6YYRJY3RM52A0YCVY8B9.json,0,
"VIII Corps Memoranda, January 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 139",Ardennes/Battle of the Bulge (Subject Guide),424,rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; 90th_div_msg_1105_8_jul_and_viii_corps_msg_0940_9_jul_viii_corps_g_3_jnl_and_fil_01KPVTVWPVBHW2AX91673RS3ST.json; task_force_a_after_action_report_and_journal_august_01KPSSQDDNAZAJ976792ZYTAWD.json; tf_a_jnl_entry_1200_7_aug_01KQ5QQJJ1NYJP3E3KVFRN51TN.json; viii_corps_g_2_estimate_no_6_01KPST6YYRJY3RM52A0YCVY8B9.json,0,
99 Infantry Division: Battle of the Bulge in Belgium,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 1196",Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"506 Parachute Infantry Regiment, After Action Report, Bastogne, Dec. 1944-Jan. 1945",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 1535",Ardennes/Battle of the Bulge (Subject Guide),12,overseas_pictorial_history_of_headquarters_battery_231st_armored_field_artillery_01KPSSFPA3XFDH39Z73H4W89CD.json; authors_interviews_with_former_6th_armored_division_personnel_01KPVGNAFFS1J09YGSKPM4P6AR.json; the_sources_for_this_chapter_are_the_invaluable_msgs_in_the_viii_corps_g_3_jnl_a_01KQ7R0H1EY47VQM9BN18K59G2.json; the_68th_tank_battalion_in_combat_01KPSSFG88S7YCAHJEJD6DYZS3.json; brest_to_bastogne_the_story_of_the_6th_armored_division_01KPSSFEQ2H9GWXQXM4R5S8V5Z.json,0,
Military Engineer (2) [August 1945 contains article: “Road Work in the Bulge” by W.C. Hall],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,"Smith, Walter Bedell: Collection of WWII Documents, 1941-1945 Box 5",Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"The Ardennes-related materials in this collection consist of a photograph album, “Ninth Air Force Co",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,Elwood Quesada Collection Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
WEATHERING THE BULGE,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
Program deals with weather as a key factor in the timing for the BATTLE OF THE BULGE.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
of the Bulge veterans.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"Ardennes, the Battle of the Bulge: A Select Bibliography",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
(This list contains only books focused on events surrounding the Ardennes campaign. For more informa,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
"biographies of Dwight D. Eisenhower, George Patton, Omar Bradley, Bernard Law Montgomery, and other",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),712,to_patton_01KRJ34DV7HGNM0J7AXP1W1XGZ.json; xii_corps_spearhead_of_pattons_third_army_01KS45GYFK1SZHTS9E3EGA4AGJ.json; smith_to_bradley_01KS3J4ECWTG9RJN51KP4KJRY8.json; g_1_journal_and_after_action_report_01KQTHKAHYV45JB50Y79504N22.json; letter_to_montgomery_15_september_1944_01KS0ZV0NQ2FHEQD91RPXP83VS.json,0,
"Astor, Gerald. A Blood-Dimmed Tide: The Story of the Battle of the Bulge and the Men Who Fought It. ",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"Cole, Hugh M. The Ardennes: Battle of the Bulge. Washington, D.C.: Office of the Chief of Military H",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
"Dupuy, Trevor. Hitler’s Last Gamble: the Battle of the Bulge, December 1944-January 1945. New York:",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"HarperCollins, 1994.",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),104,notes_for_general_hobbs_01KQ5STH6FH52NC4K2GQFNXNFQ.json; vii_corps_and_9th_div_fos_notes_for_chief_of_staff_22_and_23_sep_44_ltr_craig_to_01KTAARFM3VY4D773P0JKR3TPK.json; operation_victory_01KPSMES47EZK7KEE7N66ZFRXH.json; ltr_collins_to_hechler_9_dec_45_01KPSNK0MZ3DPDH1T2J36YVME2.json; letter_collins_to_hechler_01KQ5KVZZAJNCK0VQ7D68WM29T.json,0,
Commander to the Squad Leader—of the Crisis that Shook the Western Coalition: Hitler’s Surprise Arde,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
"MacDonald, Charles. A Time for Trumpets: The Untold Story of the Battle of the Bulge. New York: Morr",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"Merriam, Robert E. Dark December: The Full Account of the Battle of the Bulge. Chicago: Ziff-Davis P",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"Neill, George W. Infantry Soldier: Holding the Line at the Battle of the Bulge. Norman, OK: Universi",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"Nobecourt, Jacques. Hitler’s Last Gamble: The Battle of the Bulge. Trans. By R. H. Barry. New York: ",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
"Parker, Danny S. Battle of the Bulge: Hitler’s Ardennes Offensive, 1944-1945. Conshohocken, PA: Comb",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
"Parker, Danny S. To Win the Winter Sky: The Air War Over the Ardennes, 1944-1945. Conshohocken, PA:",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
"Strawson, John. The Battle for the Ardennes. New York: Scribner, 1972.",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),35,the_army_air_forces_in_world_war_ii_vol_iii_europe_argument_to_v_e_day_01KPSZ6X6SCTK1KKKSCW800P4T.json; ms_b_412_einem_01KRSJ2CDNQ1ZE6P7RR8FM5ASY.json; the_ardennes_01KS0ZC1KD7D07WM63Q4YSESFW.json; the_ardennes_01KS0DHX1HKN6GVEN22RTJWXMS.json; the_ardennes_offensive_planning_and_preparations_chapter_1_the_preliminary_plann_01KTC4B36GAP51N4BXNP11YSAR.json,0,
"Toland, John. Battle, The Story of the Bulge. New York: Random House, 1959.",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/ardennes-battle-of-the-bulge.pdf,,This group of photographs from the Numerical Collections contains images from the Army Signal Corps taken in Box 1,Ardennes/Battle of the Bulge (Subject Guide),4,the_ardennes_battle_of_the_bulge_01KTA7YSC5M9N72JTAMGQ420R8.json; the_ardennes_battle_of_the_bulge_01KT9SFVZYMAAFTNN0DYWXJEKQ.json; the_ardennes_battle_of_the_bulge_01KTC52PNBDDEDS51TQPFAD47K.json; the_ardennes_battle_of_the_bulge_01KT812SAV5QV02P4RKNM9J77Y.json,0,
Walter Farrar (1) [postcards of D-Day related locations in France],https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections Box 18,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
D-Day Message,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-invasion.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections Box 139,D-Day Invasion (Subject Guide),16,8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json; the_last_offensive_01KT9TBB2W2VKN39WBFAZ2D62B.json; shaef66876e_01KQ62FGSA1QG38SG05MW0AQ5N.json; annex_b_to_shaef10627gdp_01KQ62FE4XBS9F4PGC3TF6RBXN.json; information_on_german_preparations_and_combat_comes_from_original_records_of_the_01KQ64C56464SZ7EN0PRQRBFYV.json,0,
